CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02003722514000563000000000U6,7048527,ASADERO LA QUERENCIA,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,RUMOROSA,,,LA RUMOROSA,21511,"LA RUMOROSA, Tecate, BAJA CALIFORNIA",6651335605,FILIBERTOSUAREZ50@HOTMAI.COM,,Fijo,-116.06439759,32.52167302,,,
02002722110000481001000000U0,60385,ASADERO LA TORMENTA DEL DESIERTO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,CANTABRICO,0,0,ANAHUAC,21060,"MEXICALI, Mexicali, BAJA CALIFORNIA",1926560,,WWW.TORMENTADELDESIERTO,Fijo,-115.47409534,32.63532985,,,
02002722514000381000000000U5,138152,ASADERO LANDIN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MEXICALI SAN LUIS,,,PUEBLA,21620,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.34035990,32.57010746,,,
02002722514004611001000000S1,6423105,ASADERO LAS BRASAS,GRUPO MALIROCA SC DE RL,Restaurantes con servicio de preparación de tacos y tortas,31 a 50 personas,CALLE,NOVENA,,,MAYAKHAN,21376,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861619541,,,Fijo,-115.38579548,32.63715640,,,
02002722219011814001000000S8,6189621,ASADERO LAS BRASAS,GRUPO MALIROCA SC DE RL DE CV,Restaurantes con servicio de preparación de tacos y tortas,31 a 50 personas,BOULEVARD,ANAHUAC,401,,MONTEALBAN,21340,"MEXICALI, Mexicali, BAJA CALIFORNIA",,KARLAGCALDERAS@GMAIL.COM,WWW.ASADEROLASBRASAS.COM,Fijo,-115.47894913,32.61996425,,,
02004722514006321000000000U1,7377998,ASADERO LAS BRAZAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PASEO DE LOS VOLCANES,12371,,URBI VILLA DEL PRADO II,22170,"TIJUANA, Tijuana, BAJA CALIFORNIA",6645995532,,,Fijo,-116.97418747,32.42199185,,,
02002722514005901000000000U5,8319834,ASADERO LOS COMPAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CALZADA DE LAS AMERICAS,,,SONORA,21210,"MEXICALI, Mexicali, BAJA CALIFORNIA",6864203276,,,Fijo,-115.43517413,32.66312766,,,
02001722219006142001000000U3,72579,ASADERO LOS DOS POBLANOS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,CORTEZ,2167,,HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.58477517,31.86328536,,,
02002722219011563011000000U1,138115,ASADERO LOS MOLCAJETES,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,IGNACIO ZARAGOZA,390,,PUEBLA,21620,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862784644,,,Fijo,-115.35180559,32.56961386,,,
02002722219004851001000000U9,54260,ASADERO LOS PARIENTES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,MEXICALI-TIJUANA,,,PROGRESO,21326,"MEXICALI, Mexicali, BAJA CALIFORNIA",686106324,,,Semifijo,-115.57545299,32.58258211,,,
02002722514008361000000000U9,6972712,ASADERO LOS RAMONES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GABRIEL LEYVA,,,EJIDO SINALOA,21620,"EJIDO SINALOA (ESTACIÓN KASEY), Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.27047744,32.55144986,,,
02002722212000261000000000U0,58689,ASADERO LOS TACOACHES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,E,,,SEGUNDA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47051627,32.65950850,,,
02002722514001211000000000U3,84188,ASADERO LOS TRES CHILES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PASEO DEL PALMAR,,,VILLA DEL PALMAR,21378,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.38786521,32.62315396,,,
02002722514007792000000000U6,6914976,ASADERO LOS VICHYS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,CALZADA CETYS,0,0,RIVERA,21220,"MEXICALI, Mexicali, BAJA CALIFORNIA",6864171844,MARENNY123@HOTMAIL.COM,,Fijo,-115.40831228,32.65351160,,,
02001722514003081000000000U0,7078627,ASADERO LUISITO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MEXICO,,,AVIACION,22840,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59464025,31.86573314,,,
02002722219010742000000000U2,65814,ASADERO MIKE,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,LAZARO CARDENAS,,,CARBAJAL,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865822640,,,Fijo,-115.43120177,32.62466334,,,
02002722514007941000000000U9,6915323,ASADERO MIKE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOVENA,,,HARO BARNETT,21390,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.38908457,32.59510509,,,
02002722219009311001000000U9,54230,ASADERO MORLAN 2,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALZADA,CORONEL ESTEBAN CANTU,,,ZONA PROGRESO,21325,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862429174,,,Fijo,-115.58767907,32.58270165,,,
02002722212003171000000000U8,54259,ASADERO NANDO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,MEXICALI-TIJUANA,,,PROGRESO,21326,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862318444,,,Fijo,-115.57597606,32.58234989,,,
02002722514001121000000000U4,79887,ASADERO PEPE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,CARRETERA A SAN FELIPE,,,GRANJAS SANTA CECILIA,21386,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861408060,,,Fijo,-115.41911685,32.55912341,,,
02005722514000913000000000U8,8317116,ASADERO PEPES,ASADERO PEPES ,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,BENITO JUAREZ,87,,ROSARITO,22703,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05957472,32.35216550,,,
02002722514007281000000000U0,8370235,ASADERO PUENTES,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,MEXICALI SAN LUIS,,,HECHICERA,21620,"EJIDO HECHICERA, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.15259187,32.55237990,,,
02002722514006631000000000U7,8112927,ASADERO REPORTADOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BENITO JUAREZ,,,FRACC REFORMA,21280,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862327298,VICKY011208@HOTMAIL.COM,,Fijo,-115.44705744,32.63312804,,,
02002722514001891000000000U2,82327,ASADERO RÍO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,SAN MIGUEL EL GRANDE,560,,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",6863305471,,,Fijo,-115.45377631,32.62312382,"TIANGUIS, BAZAR O PULGA",NUEVO MEXICALI,3 Y 4
02002722514009011000000000U9,9128996,ASADERO RIVIERA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CHETUMAL,,,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.83472764,31.02320672,,,
02002722219002611000000000U9,68424,ASADERO SONORA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,13 DE SEPTIEMBRE,,,LOS NARANJOS,21386,"MEXICALI, Mexicali, BAJA CALIFORNIA",6868423477,,,Fijo,-115.43887927,32.59079012,,,
02002722514003591000000000U6,82991,ASADERO STEAK,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRANCISCO JAVIER DEL CASTILLO,296,,SOLIDARIDAD SOCIAL,21387,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44715222,32.58392701,,,
02001722514000741000000000U2,71994,ASADERO TACO LOCO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CORTEZ,1714,,HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59356645,31.86201036,,,
02002722514000551000000000U3,88370,ASADERO TEJABAN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO CULIACAN,991,,PROHOGAR,21240,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43281669,32.65516014,,,
02002722514008951000000000U7,9127956,ASADERO TRINIDAD,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CALZADA DE LOS INSURGENTES,,,GUADALUPE VICTORIA,21720,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",6861901236,,,Semifijo,-115.09968463,32.28734906,,,
02002722219003341000000000U2,143086,ASADERO VEIRAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MEXICALI SAN LUIS,0,0,CUERNAVACA,21624,"MEXICALI, Mexicali, BAJA CALIFORNIA",,MONNYCA46@HOTMAIL.COM,,Fijo,-115.30908282,32.55966703,,,
02002722514001371000000000U5,92556,ASADERO VICRTOR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,1272,0,FRACC VOLUNTAD,21323,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.50619113,32.59912844,,,
02001722514002811000000000U1,6929696,ASADERO Y BIRRIERIA EL VIEJO PETER,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,TRANSPENINSULAR (REFORMA),,,POBLADO CHAPULTEPEC,22785,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59039262,31.77798615,,,
02005722514001071000000000U4,9352621,ASADERO Y BIRRIERIA PEPES,ASADERO Y BIRRIERIA PEPES ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,BENITO JUAREZ,,,VILLA FLORESTA,22710,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,ASADEROPEPES@HOTMAIL.COM,,Fijo,-117.06102106,32.37003055,,,
02002722514006821000000000U4,7803994,ASADERO Y CARNITAS SANDRA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,SAN MIGUEL EL GRANDE,560,10,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.45377631,32.62312382,"TIANGUIS, BAZAR O PULGA",NUEVO MEXICALI,10
02002722219009772001000000U2,59101,ASADERO ZAID,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,CARROCEROS,1401,,INDUSTRIAL,21010,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.46737426,32.65329663,,,
02005722514000572000000000U2,132071,ASADEROS PEPE Y PEPES AMBURGUESAS,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,BENITO JUAREZ,87,,ROSARITO,22703,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Semifijo,-117.05957837,32.35213716,,,
02002722514007183000000000U8,8369976,ASADOR MEXQUITE,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,REPUBLICA DE BRASIL Y/O PROLONGACION BRASIL,,,RES HIPICO,21200,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTABILIDAD@FERBIS.COM,,Fijo,-115.43707595,32.66699376,,,
02001722514004291000000000U4,9252932,AY  PAPANTLA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,,,RODOLFO SANCHEZ TABOADA MANEADERO,22790,"RODOLFO SÁNCHEZ TABOADA (MANEADERO), Ensenada, BAJA CALIFORNIA",,,,Semifijo,-116.57039904,31.71059567,,,
02002722514002941000000000U4,82925,AZADERO VIDAURRI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,GENERAL SANTIAGO VIDAURRI,1000,4,SOLIDARIDAD SOCIAL ZONA 1,21387,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.44092358,32.58705690,,,
02004722514004163000000000U9,114874,AZTECAS TAQUERIA Y COFFEE SHOP,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,ANDADOR,SANTIAGO ARGUELLO,733,,ZONA NORTE,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646880416,LIC.ERICKHERNANDEZ@GMAIL.COM,,Fijo,-117.03822734,32.53548336,,,
02004722514009021000000000U4,8362505,B Y G DELI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,ZARAGOZA,2,,VILLA FONTANA 1RA SECC,22205,"TIJUANA, Tijuana, BAJA CALIFORNIA",6645246927,,,Fijo,-116.86600197,32.51006385,,,
02004722514008061000000000U1,7138145,BAJA BBQ PIT,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,MANUEL J. CLOUTHIER,18561,0,EL LAGO,22490,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.91868038,32.49968001,CENTRO Y PLAZA COMERCIAL,PLAZA MONARCA,C-90
02001722212002551000000000U4,61592,BAJA BURRO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TERCERA SUR,,,PLAYAS DE CHAPULTEPEC,22785,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461943439,BIGBURROENS@HOTMAIL.COM,,Fijo,-116.60414270,31.78139054,,,
02001722514004311000000000U0,9252945,BAJA FISH TACO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,,,CORONEL ESTEBAN CANTU,22974,"CORONEL ESTEBAN CANTÚ, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.64237376,31.70689894,,,
02002722514007951000000000U8,6915326,BARBACOA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NOVENA,,,HARO BARNETT,21390,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861139237,,,Fijo,-115.38901947,32.59823881,,,
02001722514000381000000000U7,100973,BARBACOA EL TIO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,DELANTE (EL ROSARIO),293,,CUAHUTEMOC,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461432322,,,Fijo,-116.59321273,31.85262504,,,
02004722514006811000000000U1,7344911,BERRY COMIDA MEXICANA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,NINGUNO,1900,,LA PECHUGA,22425,"TIJUANA, Tijuana, BAJA CALIFORNIA",6641179337,BERRYCOMIDAMX@GMAIL.COM,,Fijo,-116.95359314,32.53158730,,,
02001722514002711000000000S3,6909034,BIERRIERIA RODRIGUEZ,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ESMERALDA,1010,,COSTA BELLA,22890,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.59093469,31.84817076,,,
02002722514000021000000000U7,89330,BIG DOGOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BERNARDO REYES,,,FLORE MAGON,21220,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.40326705,32.66054232,,,
02003722513000391000000000U4,7048766,BIRRERIA EL REY DEL TACO,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,TENOCHTITLAN,360,,LAS HUERTAS,21470,"TECATE, Tecate, BAJA CALIFORNIA",,,,Semifijo,-116.61720681,32.57071180,,,
02005722219000921000000000U7,140615,BIRRIA DE RES Y TACOS SAN JOSE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,LAZARO MORALES,886,,LUCIO BLANCO,22706,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,,,Fijo,-117.05186891,32.38605587,,,
02002722513005022000000000U2,9115892,BIRRIA Y TACOS EL BATIS,BIRRIA Y TACOS EL BATIS ,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,MAR CARIBE SUR,0,239,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",6863832689,J.LUIS7212@HOTMAIL.COM,,Fijo,-114.84374937,31.02255557,,,
02002722514002101010000000U5,77815,BIRRIA Y TACOS EL MACAPUL,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALZADA,CHETUMAL,,,SAN FELIPE,21850,"SAN FELIPE, Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.83979297,31.02479305,,,
02004722212008301000000000U2,151234,BIRRIERÍA TACOS HECTOR,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,1675,0,LIBERTAD PARTE BAJA,22480,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646824651,,,Fijo,-117.00865644,32.53422744,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,1675
02004722513002751001000000U5,103677,BIRRIERIA Y TACOS EL PAISA,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,BOULEVARD,PASEO DE LOS LURELES,36008,,LAURELES II,22253,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.82728754,32.45701511,,,
02004722514005411000000000U1,7016868,BODEGA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BAJA CALIFORNIA,7751,,ZONA NORTE,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.04422562,32.53869857,,,
02004722514009611000000000S2,8551916,BODEGA DE TACOS BARRANQUITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,AGUA CALIENTE,,,REVOLUCION,22015,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.01584177,32.51801522,,,
02004722514005451000000000S7,7017076,BODEGA DE TORTAS CUBANAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RIO BRAVO,2350,0,REVOLUCION,22015,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02069111,32.52101444,,,
02004722514007081000000000S0,8316626,BODEGA SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FRANCISCO I. MADERO,,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03547195,32.53576994,,,
02004722514000221000000000S9,114906,BODEGA TACOS CHAVEZ,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,885,,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,MARISCOS.CHAVEZ@GMAIL.COM,,Fijo,-117.03373278,32.53462127,,,
02004722514002671000000000S3,129494,"BODEGA, PREPARAN CARNE PARA TAQUERIAS",,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLEJON,HELARA,0,,SANCHES TABOADA,22185,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97340777,32.45800966,,,
02004722514006682000000000U6,7344590,BOL CORONA,MARNAPA ,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,OTRO (ESPECIFIQUE),NINGUNO,,,NUEVA TIJUANA,22435,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.97475297,32.54552369,,,
02004722514000092000000000S4,127897,BOL CORONA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,BOULEVARD,BOULEVARD DE LOS FUNDADORES,6715,1,TERRAZAS DEL RUBI,22180,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FUNDADORES@BOLCORONA.COM,WWW.BOLCORONA.COM,Fijo,-117.03577186,32.48324458,CENTRO Y PLAZA COMERCIAL,PLAZA DUBAI,1
02004722219014802001000000S6,61137,BOL CORONA BURRITOS,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,BOULEVARD,AGUA CALIENTE,3,,MARRON ZONA RIO,22010,"TIJUANA, Tijuana, BAJA CALIFORNIA",6646864635,PORTALES@BOLCORONA.COM,,Fijo,-117.02230260,32.52085913,,,
02004722514008551000000000U1,6959652,BRASA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,REVOLUCION,1263,9,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,LUIS.GC2912@GMAIL.COM,,Fijo,-117.03649741,32.53041292,,,
02004722514000841000000000U4,117810,BRASERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PROLONGACION,20 DE NOVIEMBRE,,,20 DE NOVIEMBRE,22100,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643075819,,,Fijo,-116.99235725,32.51178446,,,
02001722514002521000000000U6,6907946,BUENOS AIRES ASADORES ARGENTINOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,JUAN ALDAMA,0,0,OBRERA,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.60779918,31.86352036,,,
02001722514004051000000000U2,8677397,BURRITOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,DIAMANTE,0,0,AMPL HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.57945663,31.85942738,,,
02004722514003891000000000U6,113203,BURRITOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VIA RAPIDA PONIENTE,6400,87,YAMILLE,22114,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.94427543,32.49615516,CENTRAL DE ABASTO,CENTRAL DE ABASTOS,87
02004722219014331000000000U6,138866,BURRITOS ALEX,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,ENSENADA,20026,,BUENOS AIRES NORTE,22580,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.89418031,32.51333400,,,
02004722514005431000000000U9,7017046,BURRITOS ANDREA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,FERROCARRIL,402,0,LIBERTAD PARTE BAJA,22300,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02358141,32.54034195,,,
02002722514007421000000000U2,8370551,BURRITOS ARTURO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MISION DE SAN DIEGO,,,FRACC MISION DEL VALLE,21376,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.39423198,32.63487525,,,
02002722514005571000000000U6,6941468,BURRITOS BOMBON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,CARRETERA A SAN FELIPE,,,GRANJAS SANTA CECILIA,21386,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Semifijo,-115.42113942,32.56449124,,,
02002722514005491000000000U7,6941351,BURRITOS BUBAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,CARRETERA A SAN FELIPE,0,0,AMPL SIERRA,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861581654,,,Fijo,-115.43802039,32.61007197,,,
02004722514007341000000000U8,8403068,BURRITOS BURREN KING,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,,,GUADALAJARA (LA MESA),22115,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643603769,,,Fijo,-116.95616403,32.49293843,,,
02002722212006431000000000U3,72299,BURRITOS CABORCA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,,,GOMEZ FARIAS,21350,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861225107,CSOQUI@HOTMAIL.COM,,Fijo,-115.47254763,32.61125020,,,
02002722514008221000000000U5,6915940,BURRITOS CAJEME,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,RIO SANTA CRUZ,0,0,GONZALEZ ORTEGA,21270,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.39542884,32.61435712,,,
02002722514003891000000000U0,82325,BURRITOS CHEPINA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,SAN MIGUEL EL GRANDE,560,8,HIDALGO,21389,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.45377631,32.62312382,"TIANGUIS, BAZAR O PULGA",NUEVO MEXICALI,9
02001722514004111000000000U4,9067914,BURRITOS DE GUISADO LAS 3 CHIQUILLAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALZADA,CORTEZ,212,,BAHIA,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.60475582,31.86035729,,,
02002311812000581000000000U5,61658,BURRITOS DE GUISADO SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CAMPECHE,810,,ESPERANZA,21140,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861712977,,,Fijo,-115.49162810,32.64676427,,,
02001722514003341000000000U8,8304312,BURRITOS DE LA 10,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,JUNIPERO SERRA,,,BONIFAZ POPOFF,22840,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461926905,,,Fijo,-116.59312010,31.86892097,,,
